title,soldprice,solddate,bids,link
Sony A7sii A7s2 A7sII Digital Mirrorless Camera Body -EXTRAS & LOW SHUTTER COUNT,1040.0,Sold  15 Nov 2020,2 bids,https://www.ebay.co.uk/itm/Sony-A7sii-A7s2-A7sII-Digital-Mirrorless-Camera-Body-EXTRAS-LOW-SHUTTER-COUNT/124429277058?hash=item1cf8901782%3Ag%3AM4kAAOSwaQdfps-9&LH_Auction=1
Sony Alpha A7 III 24.0MP Digital Camera (Body Only) WITH EXTRAS,1410.0,Sold  15 Nov 2020,11 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-0MP-Digital-Camera-Body-Only-WITH-EXTRAS/274566878256?epid=25031179622&hash=item3fed761430%3Ag%3AVXAAAOSwKDNfkYOR&LH_Auction=1
Sony a7s II Mirrorless Digital Camera (Black),671.0,Sold  15 Nov 2020,34 bids,https://www.ebay.co.uk/itm/Sony-a7s-II-Mirrorless-Digital-Camera-Black/164503633944?hash=item264d2e4018%3Ag%3A6x0AAOSwVjdfqtmS&LH_Auction=1
Sony A7RII,800.0,Sold  15 Nov 2020,8 bids,https://www.ebay.co.uk/itm/Sony-A7RII/164508642194?hash=item264d7aab92%3Ag%3AWlsAAOSwEOhfrXlM&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only) with samyang lens ,423.0,Sold  15 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only-with-samyang-lens/284073032291?hash=item4224127a63%3Ag%3AWRgAAOSw2SVfjtCw&LH_Auction=1
"Sony A7 24.3MP Camera (Body Only) Used & in great condition, 3182 shutter count",368.9,Sold  15 Nov 2020,10 bids,https://www.ebay.co.uk/itm/Sony-A7-24-3MP-Camera-Body-Only-Used-in-great-condition-3182-shutter-count/233775512369?hash=item366e1b3b31%3Ag%3AKwMAAOSwWSxfqc-P&LH_Auction=1
Sony Alpha A7S Full Frame Digital Camera - Black (Body + Vertical Grip),600.0,Sold  14 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-Full-Frame-Digital-Camera-Black-Body-Vertical-Grip/264935510045?hash=item3daf63101d%3Ag%3A2WkAAOSw7P9frU3l&LH_Auction=1
"Sony Alpha A7 24.3MP Digital Camera - Black, (Body, battery, strap and Bag only)",400.0,Sold  14 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-battery-strap-and-Bag-only/184534579400?epid=17027888448&hash=item2af71e38c8%3Ag%3A96QAAOSw31JfrsTU&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera with grip and 4 batteries,700.0,Sold  13 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-with-grip-and-4-batteries/324372838897?epid=14027883825&hash=item4b8620b9f1%3Ag%3ANVMAAOSwLAtfrnsA&LH_Auction=1
Sony Alpha A7II | 24.3MP | Body Only | Boxed + Accessories | Shutter Count 2137,641.0,Sold  13 Nov 2020,3 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7II-24-3MP-Body-Only-Boxed-Accessories-Shutter-Count-2137/133571672500?hash=item1f197df9b4%3Ag%3AKtAAAOSwP-JfqUYp&LH_Auction=1
"Sony A7 Body, 4x Batteries, Charger, Strap - Used",325.0,Sold  13 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-A7-Body-4x-Batteries-Charger-Strap-Used/184523873221?hash=item2af67adbc5%3Ag%3ANyIAAOSwiLVfpVZr&LH_Auction=1
Sony a7 Full Frame Mirrorless Camera ,380.0,Sold  13 Nov 2020,11 bids,https://www.ebay.co.uk/itm/Sony-a7-Full-Frame-Mirrorless-Camera/203169737095?hash=item2f4ddc2987%3Ag%3ANwEAAOSwnclfpUSy&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only),550.0,Sold  13 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only/293817319543?epid=12027869768&hash=item4468e08077%3Ag%3AnakAAOSw0ltfgJs9&LH_Auction=1
Sony A7sII - Body Only | Movcam Cage | Dummy Battery w DTap | Excellent Cond,1020.0,Sold  13 Nov 2020,4 bids,https://www.ebay.co.uk/itm/Sony-A7sII-Body-Only-Movcam-Cage-Dummy-Battery-w-DTap-Excellent-Cond/154180359596?hash=item23e5dd95ac%3Ag%3Axy4AAOSwkYpfpRRA&LH_Auction=1
"Sony A7rii, Canon FD 50 F1.4, Canon FD 28mm f2.8, Canon 28-105, Vivitar 19-35",1050.0,Sold  12 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-A7rii-Canon-FD-50-F1-4-Canon-FD-28mm-f2-8-Canon-28-105-Vivitar-19-35/154174375074?hash=item23e58244a2%3Ag%3A-BIAAOSwD9VfpTFM&LH_Auction=1
Sony Alpha A7ii - Full Frame 24 MP- Boxed & virtually Mint - Shutter Count 1137,720.0,Sold  12 Nov 2020,40 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-Full-Frame-24-MP-Boxed-virtually-Mint-Shutter-Count-1137/154182908264?hash=item23e6047968%3Ag%3AuQ8AAOSwP99feMUq&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera - battery grip and many extras. Low SC,695.0,Sold  12 Nov 2020,22 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-battery-grip-and-many-extras-Low-SC/174509475502?epid=14027883825&hash=item28a19346ae%3Ag%3A2pYAAOSwS15fpvVp&LH_Auction=1
"Sony a7s ii Full Frame Bundle w/Battery Grip, Original Box, Batteries And More",851.82,Sold  12 Nov 2020,46 bids,https://www.ebay.co.uk/itm/Sony-a7s-ii-Full-Frame-Bundle-w-Battery-Grip-Original-Box-Batteries-And-More/303754770926?hash=item46b931f9ee%3Ag%3AfUYAAOSwSqJfpCyx&LH_Auction=1
Damaged - Sony Alpha A7R Mark II Digital Camera - Body Only,410.0,Sold  12 Nov 2020,24 bids,https://www.ebay.co.uk/itm/Damaged-Sony-Alpha-A7R-Mark-II-Digital-Camera-Body-Only/363167497365?epid=1356630201&hash=item548e783c95%3Ag%3AOUwAAOSwwdRfo%7ErA&LH_Auction=1
Sony Alpha A7 III 24.2 MP (Body Only) Shutter Count 4313 with Smallrig Cage,1320.0,Sold  11 Nov 2020,30 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Body-Only-Shutter-Count-4313-with-Smallrig-Cage/224224112941?epid=4033519120&hash=item3434cc712d%3Ag%3AUcIAAOSwTMhfpVhX&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only) ,433.0,Sold  10 Nov 2020,7 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only/133564999764?epid=12027869768&hash=item1f19182854%3Ag%3A%7EyAAAOSwDiZfmpdS&LH_Auction=1
Sony Alpha A7R II Mirrorless Body,830.0,Sold  9 Nov 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Mirrorless-Body/184516988542?hash=item2af611ce7e%3Ag%3AzHUAAOSwH3FfkxXP&LH_Auction=1
MINT Sony Alpha A7R II 42MP Mirrorless Digital Camera,996.67,Sold  9 Nov 2020,7 bids,https://www.ebay.co.uk/itm/MINT-Sony-Alpha-A7R-II-42MP-Mirrorless-Digital-Camera/164486988835?epid=1356630201&hash=item264c304423%3Ag%3AL8oAAOSwX-BfoGmk&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera - Black (Body Only),1321.0,Sold  9 Nov 2020,27 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera-Black-Body-Only/274558690966?hash=item3fecf92696%3Ag%3Aa-oAAOSwunJfoF1x&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Mirrorless Camera (Body Only) Excellent Condition,550.0,Sold  9 Nov 2020,3 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Mirrorless-Camera-Body-Only-Excellent-Condition/254766821293?hash=item3b51492fad%3Ag%3AesMAAOSw3VpfoFSJ&LH_Auction=1
Sony Alpha A7R II Digital Camera Body + 6 Batteries,599.0,Sold  9 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Digital-Camera-Body-6-Batteries/333774901606?hash=item4db688d166%3Ag%3AIeAAAOSw7TNfoByy&LH_Auction=1
Sony A7R III 42.4MP Digital Camera - Sony 4 Way Charger - ONLY 700 Shutter Cojnt,1700.0,Sold  9 Nov 2020,8 bids,https://www.ebay.co.uk/itm/Sony-A7R-III-42-4MP-Digital-Camera-Sony-4-Way-Charger-ONLY-700-Shutter-Cojnt/114490595335?epid=26027889595&hash=item1aa82bd807%3Ag%3AifkAAOSw0jJfnBEH&LH_Auction=1
sony a7r iii camera fe24-70mm f2.8 128gb lens memory card,2255.0,Sold  8 Nov 2020,27 bids,https://www.ebay.co.uk/itm/sony-a7r-iii-camera-fe24-70mm-f2-8-128gb-lens-memory-card/293810431041?hash=item4468776441%3Ag%3AlpgAAOSwUm5fk5nj&LH_Auction=1
SONY Alpha a7R III Mirrorless Digital Camera Body Only - a7R3,1650.0,Sold  8 Nov 2020,39 bids,https://www.ebay.co.uk/itm/SONY-Alpha-a7R-III-Mirrorless-Digital-Camera-Body-Only-a7R3/164485334772?epid=4032160160&hash=item264c1706f4%3Ag%3ADaoAAOSwXkRfnyXm&LH_Auction=1
Sony Alpha A7ii Camera Mint Condition With Ef Mount Converter 2 Extra Batteries,700.0,Sold  8 Nov 2020,33 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-Camera-Mint-Condition-With-Ef-Mount-Converter-2-Extra-Batteries/254765956950?hash=item3b513bff56%3Ag%3AR4QAAOSwqb1flcpj&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera Body & Extras - Shutter Count 1030 ,650.0,Sold  8 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-Body-Extras-Shutter-Count-1030/274556911921?hash=item3fecde0131%3Ag%3AcOUAAOSw7Q1fnpoU&LH_Auction=1
Sony A7r ii ,931.0,Sold  8 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-A7r-ii/224217940770?hash=item34346e4322%3Ag%3AUPwAAOSwSYVfnxVF&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera - Black (Body Only),1340.0,Sold  8 Nov 2020,25 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-Black-Body-Only/184516647545?epid=26027889595&hash=item2af60c9a79%3Ag%3ASdIAAOSwqtJfnwsj&LH_Auction=1
Sony Camera SONY Alpha a7 III Mirrorless Digital Camera with 28-70mm Lens,1551.0,Sold  8 Nov 2020,22 bids,https://www.ebay.co.uk/itm/Sony-Camera-SONY-Alpha-a7-III-Mirrorless-Digital-Camera-with-28-70mm-Lens/284064523880?hash=item422390a668%3Ag%3AjvIAAOSwE0NfnwcZ&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera (Body Only). 2 EXTRA BATTERIES,1653.0,Sold  8 Nov 2020,49 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-Body-Only-2-EXTRA-BATTERIES/124416498523?epid=26027889595&hash=item1cf7cd1b5b%3Ag%3AjTgAAOSwQSBfgZc6&LH_Auction=1
sony a7 full frame with genuine sony battery grip,425.0,Sold  8 Nov 2020,1 bid,https://www.ebay.co.uk/itm/sony-a7-full-frame-with-genuine-sony-battery-grip/284064444181?hash=item42238f6f15%3Ag%3Ad5QAAOSwsOBflWBb&LH_Auction=1
"Sony Alpha A7R  Mirrorless  Camera -Full Frame + 1080p + WiFi +Only 12,503 Shots",430.0,Sold  8 Nov 2020,40 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-Mirrorless-Camera-Full-Frame-1080p-WiFi-Only-12-503-Shots/274562692607?hash=item3fed3635ff%3Ag%3AyGQAAOSwy8VfouBU&LH_Auction=1
Sony A7 III mk3 - Exc cond - Body Only - Low shutter count!,1267.0,Sold  8 Nov 2020,8 bids,https://www.ebay.co.uk/itm/Sony-A7-III-mk3-Exc-cond-Body-Only-Low-shutter-count/114493669992?hash=item1aa85ac268%3Ag%3AwdcAAOSweNBfnpgw&LH_Auction=1
"Sony A7 Mirrorless Camera With 50mm Lens, Extra Battery, Tripod & More!",510.0,Sold  8 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-A7-Mirrorless-Camera-With-50mm-Lens-Extra-Battery-Tripod-More/363158663036?hash=item548df16f7c%3Ag%3Ai%7EAAAOSwPMpfmW0b&LH_Auction=1
Sony Alpha A7 III (A7III) 24.2MP Full Frame Mirrorless Digital Camera Body Only,1290.0,Sold  7 Nov 2020,27 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-A7III-24-2MP-Full-Frame-Mirrorless-Digital-Camera-Body-Only/254765550450?hash=item3b5135cb72%3Ag%3AausAAOSwg1lfnsqs&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera,1220.0,Sold  7 Nov 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera/373312979195?hash=item56eb3000fb%3Ag%3AcUcAAOSwCFFfnv1Q&LH_Auction=1
"Sony Alpha 7 II / A7ii Camera with 28-70mm  Lens, 64GB SD Card & 2 Batteries",700.0,Sold  7 Nov 2020,3 bids,https://www.ebay.co.uk/itm/Sony-Alpha-7-II-A7ii-Camera-with-28-70mm-Lens-64GB-SD-Card-2-Batteries/293811376411?epid=26026965466&hash=item446885d11b%3Ag%3AU1AAAOSwK1xflHo4&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera - Black (Body Only),525.0,Sold  7 Nov 2020,4 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-Black-Body-Only/224216375481?epid=14027883825&hash=item34345660b9%3Ag%3AYhkAAOSw%7EHpfnXmg&LH_Auction=1
Sony Alpha A7 Mark II 24.3 MP Digital Camera (Kit with 28-70mm f/3.5-5.6 FE...,640.0,Sold  7 Nov 2020,13 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-Mark-II-24-3-MP-Digital-Camera-Kit-with-28-70mm-f-3-5-5-6-FE/143815627481?hash=item217c1452d9%3Ag%3AoJsAAOSwmFJfnVD4&LH_Auction=1
MINT Sony Alpha A7R II 42MP Mirrorless Digital Camera + extras ONLY 103 SHOTS!,1160.0,Sold  6 Nov 2020,39 bids,https://www.ebay.co.uk/itm/MINT-Sony-Alpha-A7R-II-42MP-Mirrorless-Digital-Camera-extras-ONLY-103-SHOTS/193726361938?epid=1356630201&hash=item2d1afdb152%3Ag%3AoyUAAOSwy79fmDJb&LH_Auction=1
Sony Alpha A7 24.3MP Mirrorless DLSR Camera -  Plus Extras - not a7iii a7riii,530.0,Sold  6 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Mirrorless-DLSR-Camera-Plus-Extras-not-a7iii-a7riii/164479233085?hash=item264bb9ec3d%3Ag%3AdIoAAOSwZn1fkW8D&LH_Auction=1
Sony Alpha A7 III 24.2 MP - Black (Body Only) (Excellent) Low Shutter Count,1295.0,Sold  6 Nov 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Black-Body-Only-Excellent-Low-Shutter-Count/193730682730?hash=item2d1b3f9f6a%3Ag%3AwLAAAOSwV0VfnBFr&LH_Auction=1
Sony A7Sii / A7S2 digital camera. Great condition. Super low shutter count,1020.0,Sold  6 Nov 2020,10 bids,https://www.ebay.co.uk/itm/Sony-A7Sii-A7S2-digital-camera-Great-condition-Super-low-shutter-count/124416159174?hash=item1cf7c7edc6%3Ag%3Aq9sAAOSwsgtfnEAH&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera Body  WORKS TAKES PICS READ FAULTY  /520,311.51,Sold  6 Nov 2020,23 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-Body-WORKS-TAKES-PICS-READ-FAULTY-520/143814000340?epid=14027883825&hash=item217bfb7ed4%3Ag%3AVhQAAOSwnrNfnAeC&LH_Auction=1
Barely used Sony Alpha A7 III Camera and accessories (Body Only),1330.0,Sold  6 Nov 2020,11 bids,https://www.ebay.co.uk/itm/Barely-used-Sony-Alpha-A7-III-Camera-and-accessories-Body-Only/174499177385?epid=4033519120&hash=item28a0f623a9%3Ag%3A%7ESIAAOSwggRfnAa5&LH_Auction=1
Sony A7rii - Body + Accessories,870.0,Sold  5 Nov 2020,12 bids,https://www.ebay.co.uk/itm/Sony-A7rii-Body-Accessories/353255950701?hash=item523fb2096d%3Ag%3AyEgAAOSwRZtfizl1&LH_Auction=1
Sony Alpha A7 II 24.3MP Digital Camera - Black (Body Only And Charger Only),485.0,Sold  5 Nov 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-24-3MP-Digital-Camera-Black-Body-Only-And-Charger-Only/143824884723?epid=14027883825&hash=item217ca193f3%3Ag%3A7IUAAOSwwoRfo%7ErW&LH_Auction=1
Sony Alpha A7ii A7 ii Camera With Zeiss 24-70mm f4 Lens,840.0,Sold  5 Nov 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-A7-ii-Camera-With-Zeiss-24-70mm-f4-Lens/224221139028?hash=item34349f1054%3Ag%3Az8YAAOSwtDNfolhm&LH_Auction=1
Sony Alpha A7 III 24.2 MP Digital Camera - Black (Body Only),1105.0,Sold  4 Nov 2020,16 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Digital-Camera-Black-Body-Only/114494106893?epid=4033519120&hash=item1aa8616d0d%3Ag%3AO2UAAOSwPzVfntiC&LH_Auction=1
Sony ILCE7RM3/B Alpha A7R III 24.2MP Mirrorless Digital Camera Body Only,1340.0,Sold  4 Nov 2020,15 bids,https://www.ebay.co.uk/itm/Sony-ILCE7RM3-B-Alpha-A7R-III-24-2MP-Mirrorless-Digital-Camera-Body-Only/203156816605?epid=4032160160&hash=item2f4d1702dd%3Ag%3Av8IAAOSwP4NfmWP5&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only) 15'651 actuations ,526.0,Sold  4 Nov 2020,16 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only-15651-actuations/333768711962?epid=12027869768&hash=item4db62a5f1a%3Ag%3Aw5AAAOSwHglfdbDF&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only),320.0,Sold  4 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only/164484328925?epid=17027888448&hash=item264c07addd%3Ag%3AmnAAAOSwDwNfnnlo&LH_Auction=1
Sony Alpha A7 III 24.2 MP Digital Camera - Black (Body Only) (Excellent),1150.0,Sold  3 Nov 2020,46 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Digital-Camera-Black-Body-Only-Excellent/233759932507?hash=item366d2d805b%3Ag%3AhCMAAOSwhL1fmIq6&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera - Black (Body Only),1310.0,Sold  3 Nov 2020,18 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera-Black-Body-Only/184507451233?hash=item2af5804761%3Ag%3Aho0AAOSwSBpfmDW5&LH_Auction=1
Sony Alpha A7S 12.2MP Digital Camera - Black (Body Only) ,464.0,Sold  3 Nov 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S-12-2MP-Digital-Camera-Black-Body-Only/133560437942?epid=12027869768&hash=item1f18d28cb6%3Ag%3A%7EyAAAOSwDiZfmpdS&LH_Auction=1
Sony Alpha A7 II 2.7MP Digital Camera + Lens( see pictures) Shutter Count 1379,590.0,Sold  3 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-II-2-7MP-Digital-Camera-Lens-see-pictures-Shutter-Count-1379/254764365376?hash=item3b5123b640%3Ag%3A%7E7AAAOSwhKVfnSG1&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera - Black (Body Only),1660.0,Sold  2 Nov 2020,28 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-Black-Body-Only/254763890846?epid=26027889595&hash=item3b511c789e%3Ag%3A9joAAOSwwoRfnBII&LH_Auction=1
Sony Alpha A7 III 24.2 MP Full Frame 35mm Digital Camera + Sony FE 1.8/35 Lens +,1850.0,Sold  2 Nov 2020,26 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2-MP-Full-Frame-35mm-Digital-Camera-Sony-FE-1-8-35-Lens/324354772827?hash=item4b850d0f5b%3Ag%3AmywAAOSwIqlfnEMo&LH_Auction=1
Sony Alpha A7R III 42.4MP Digital Camera NEW FACTORY SEALED NOT GREY IMPORT,1491.0,Sold  1 Nov 2020,25 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-III-42-4MP-Digital-Camera-NEW-FACTORY-SEALED-NOT-GREY-IMPORT/193723964312?hash=item2d1ad91b98%3Ag%3AiC8AAOSw7kRfg19W&LH_Auction=1
Sony Alpha A7R II Digital Camera Body + 6 Batteries,599.0,Sold  1 Nov 2020,2 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Digital-Camera-Body-6-Batteries/333765977448?hash=item4db600a568%3Ag%3AdpwAAOSw6JpfiH8D&LH_Auction=1
Sony Alpha A7R II Mirrorless Body,760.0,Sold  1 Nov 2020,6 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-Mirrorless-Body/184501419988?hash=item2af5243fd4%3Ag%3AzHUAAOSwH3FfkxXP&LH_Auction=1
Sony Camera SONY Alpha a7 III Mirrorless Digital Camera with 28-70mm Lens,1450.0,Sold  1 Nov 2020,37 bids,https://www.ebay.co.uk/itm/Sony-Camera-SONY-Alpha-a7-III-Mirrorless-Digital-Camera-with-28-70mm-Lens/402513933457?hash=item5db7b33491%3Ag%3AG-kAAOSwRk5flYXD&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black (Body Only),2037.77,Sold  1 Nov 2020,25 bids,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black-Body-Only/303740207794?epid=16034411491&hash=item46b853c2b2%3Ag%3Ah%7EcAAOSwOghflUEJ&LH_Auction=1
Sony Alpha A7ii Camera Mint Condition With Ef Mount Converter 2 Extra Batteries,670.0,Sold  1 Nov 2020,17 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7ii-Camera-Mint-Condition-With-Ef-Mount-Converter-2-Extra-Batteries/254759307865?hash=item3b50d68a59%3Ag%3AR4QAAOSwqb1flcpj&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black (Body Only),2250.0,Sold  1 Nov 2020,24 bids,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black-Body-Only/303740204844?epid=16034411491&hash=item46b853b72c%3Ag%3AFwYAAOSw2x5flUCB&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),500.0,Sold  31 Oct 2020,12 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/143804343399?epid=175240544&hash=item217b682467%3Ag%3At0MAAOSwYV5flEKC&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only),450.0,Sold  31 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only/164474578893?epid=17027888448&hash=item264b72e7cd%3Ag%3ApBkAAOSwnGlfmWgO&LH_Auction=1
sony a7r iii camera fe24-70mm f2.8 128gb lens memory card,2165.0,Sold  31 Oct 2020,25 bids,https://www.ebay.co.uk/itm/sony-a7r-iii-camera-fe24-70mm-f2-8-128gb-lens-memory-card/293797998965?hash=item4467b9b175%3Ag%3AlpgAAOSwUm5fk5nj&LH_Auction=1
Sony A7R IV Full Frame 61.0MP Digital Camera - Black,475.0,Sold  30 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-A7R-IV-Full-Frame-61-0MP-Digital-Camera-Black/324354822216?hash=item4b850dd048%3Ag%3A%7ENcAAOSwZ5VfnE3s&LH_Auction=1
"Sony Alpha A7S2 12.2MP Digital Camera - Black (Body Only), Great Condition ",950.0,Sold  30 Oct 2020,9 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7S2-12-2MP-Digital-Camera-Black-Body-Only-Great-Condition/324345811969?epid=12027869768&hash=item4b84845401%3Ag%3AGIoAAOSwgutfks1K&LH_Auction=1
Sony Alpha A7 III 24.2MP + 28-70 mm Zoom Lens + 28 mm F2.0 Lens,1540.0,Sold  30 Oct 2020,29 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-III-24-2MP-28-70-mm-Zoom-Lens-28-mm-F2-0-Lens/184496503515?epid=22027888984&hash=item2af4d93adb%3Ag%3ABl4AAOSwQd9fjunr&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Body Only) with samyang lens ,423.0,Sold  30 Oct 2020,1 bid,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Body-Only-with-samyang-lens/284056764937?hash=item42231a4209%3Ag%3AWRgAAOSw2SVfjtCw&LH_Auction=1
Sony a7 + 28mm F2.0 Lens With Original Box + 32gb Memory Card,493.0,Sold  30 Oct 2020,15 bids,https://www.ebay.co.uk/itm/Sony-a7-28mm-F2-0-Lens-With-Original-Box-32gb-Memory-Card/143802319853?hash=item217b4943ed%3Ag%3Aac0AAOSwC2tfkr7K&LH_Auction=1
*MINT* Sony Alpha A7 II (A7M2) - Black(Body Only) *SHUTTER COUNT 13 SHOTS ONLY!*,706.0,Sold  29 Oct 2020,5 bids,https://www.ebay.co.uk/itm/MINT-Sony-Alpha-A7-II-A7M2-Black-Body-Only-SHUTTER-COUNT-13-SHOTS-ONLY/184495644106?hash=item2af4cc1dca%3Ag%3AvlEAAOSw8vdfmW5-&LH_Auction=1
Sony Alpha A7R II 42MP Mirrorless Digital Camera Including Extra Accessories,870.0,Sold  29 Oct 2020,10 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7R-II-42MP-Mirrorless-Digital-Camera-Including-Extra-Accessories/224200901308?epid=1356630201&hash=item34336a42bc%3Ag%3ArZIAAOSwWFtfkJSo&LH_Auction=1
Sony Alpha A7 24.3MP Digital Camera - Black (Kit w/ FE 28-70mm OSS Lens),520.0,Sold  29 Oct 2020,20 bids,https://www.ebay.co.uk/itm/Sony-Alpha-A7-24-3MP-Digital-Camera-Black-Kit-w-FE-28-70mm-OSS-Lens/402511968120?epid=175240544&hash=item5db7953778%3Ag%3AvVQAAOSw0ltfh8k3&LH_Auction=1
"Sony A7 Body Only - (PLUS 2 x battery, battery charger, 32gb memory card)",315.55,Sold  29 Oct 2020,6 bids,https://www.ebay.co.uk/itm/Sony-A7-Body-Only-PLUS-2-x-battery-battery-charger-32gb-memory-card/274544296852?hash=item3fec1d8394%3Ag%3AsvEAAOSwpclfkbCl&LH_Auction=1
